--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
256|Combusken |FIRE/FIGHTING    |  60|  85|  60|  55|  85|  60|Blaze       | -          |Burn Heal (rare)
257|Blaziken  |FIRE/FIGHTING    |  80| 120|  70|  80| 110|  70|Blaze       | -          |
258|Mudkip    |WATER            |  50|  70|  50|  40|  50|  50|Torrent     | -          |
259|Marshtomp |WATER/GROUND     |  70|  85|  70|  50|  60|  70|Torrent     | -          |
260|Swampert  |WATER/GROUND     | 100| 110|  90|  60|  85|  90|Torrent     | -          |
261|Poochyena |DARK             |  35|  55|  35|  35|  30|  30|Run Away    |Quick Feet  |
262|Mightyena |DARK             |  70|  90|  70|  70|  60|  60|Intimidate  |Quick Feet  |
263|Zigzagoon |NORMAL           |  38|  30|  41|  60|  30|  41|Pickup      |Gluttony    |
264|Linoone   |NORMAL           |  78|  70|  61| 100|  50|  61|Pickup      |Gluttony    |Moon Stone (common)
265|Wurmple   |BUG              |  45|  45|  35|  20|  20|  30|Shield Dust | -          |
266|Silcoon   |BUG              |  50|  35|  55|  15|  25|  25|Shed Skin   | -          |
267|Beautifly |BUG/FLYING       |  60|  70|  50|  65|  90|  50|Swarm       | -          |Lava Cookie (rare)
268|Cascoon   |BUG              |  50|  35|  55|  15|  25|  25|Shed Skin   | -          |TM92 (common)
269|Dustox    |BUG/POISON       |  60|  50|  70|  65|  50|  90|Shield Dust | -          |
270|Lotad     |WATER/GRASS      |  40|  30|  30|  30|  40|  50|Swift Swim  |Rain Dish   |Toxic Orb (common)
271|Lombre    |WATER/GRASS      |  60|  50|  50|  50|  60|  70|Swift Swim  |Rain Dish   |
272|Ludicolo  |WATER/GRASS      |  80|  70|  70|  70|  90| 100|Swift Swim  |Rain Dish   |
273|Seedot    |GRASS            |  40|  40|  50|  30|  30|  30|Chlorophyll |Early Bird  |
274|Nuzleaf   |GRASS/DARK       |  70|  70|  40|  60|  60|  40|Chlorophyll |Early Bird  |
275|Shiftry   |GRASS/DARK       |  90| 100|  60|  80|  90|  60|Chlorophyll |Early Bird  |
276|Taillow   |NORMAL/FLYING    |  40|  55|  30|  85|  30|  30|Guts        | -          |Muscle Band (rare)
277|Swellow   |NORMAL/FLYING    |  60|  85|  60| 125|  50|  50|Guts        | -          |
278|Wingull   |WATER/FLYING     |  40|  30|  30|  85|  55|  30|Keen Eye    | -          |Choice Band (rare)
279|Pelipper  |WATER/FLYING     |  60|  50| 100|  65|  85|  70|Keen Eye    | -          |
280|Ralts     |PSYCHIC          |  28|  25|  25|  40|  45|  35|Synchronize |Trace       |TM26 (common)
281|Kirlia    |PSYCHIC          |  38|  35|  35|  50|  65|  55|Synchronize |Trace       |BrightPowder (100%)
282|Gardevoir |PSYCHIC          |  68|  65|  65|  80| 125| 115|Synchronize |Trace       |Lemonade (common)
283|Surskit   |BUG/WATER        |  40|  30|  32|  65|  50|  52|Swift Swim  | -          |Sticky Barb (common), TM22 (rare)
284|Masquerain|BUG/FLYING       |  70|  60|  62|  60|  80|  82|Intimidate  | -          |Spell Tag (common)
285|Shroomish |GRASS            |  60|  40|  60|  35|  40|  60|Effect Spore|Poison Heal |TM80 (common)
286|Breloom   |GRASS/FIGHTING   |  60| 130|  80|  70|  60|  60|Effect Spore|Poison Heal |
287|Slakoth   |NORMAL           |  60|  60|  60|  30|  35|  35|Truant      | -          |
288|Vigoroth  |NORMAL           |  80|  80|  80|  90|  55|  55|Vital Spirit| -          |
289|Slaking   |NORMAL           | 150| 160| 100| 100|  95|  65|Truant      | -          |TM85 (common)
290|Nincada   |BUG/GROUND       |  31|  45|  90|  40|  30|  30|Compoundeyes| -          |TM52 (rare)
291|Ninjask   |BUG/FLYING       |  61|  90|  45| 160|  50|  50|Speed Boost | -          |
292|Shedinja  |BUG/GHOST        |   1|  90|  45|  40|  30|  30|Wonder Guard| -          |
293|Whismur   |NORMAL           |  64|  51|  23|  28|  51|  23|Soundproof  | -          |Revival Herb (common)
294|Loudred   |NORMAL           |  84|  71|  43|  48|  71|  43|Soundproof  | -          |
295|Exploud   |NORMAL           | 104|  91|  63|  68|  91|  63|Soundproof  | -          |Poké Ball (common)
296|Makuhita  |FIGHTING         |  72|  60|  30|  25|  20|  30|Thick Fat   |Guts        |
297|Hariyama  |FIGHTING         | 144| 120|  60|  50|  40|  60|Thick Fat   |Guts        |
298|Azurill   |NORMAL           |  50|  20|  40|  20|  20|  40|Thick Fat   |Huge Power  |
299|Nosepass  |ROCK             |  30|  45| 135|  30|  45|  90|Sturdy      |Magnet Pull |Dread Plate (common), Damp Rock (rare)
300|Skitty    |NORMAL           |  50|  45|  45|  50|  35|  35|Cute Charm  |Normalize   |
301|Delcatty  |NORMAL           |  70|  65|  65|  70|  55|  55|Cute Charm  |Normalize   |Exp. Share (common)
302|Sableye   |DARK/GHOST       |  50|  75|  75|  50|  65|  65|Keen Eye    |Stall       |
303|Mawile    |STEEL            |  50|  85|  85|  50|  55|  55|Hyper Cutter|Intimidate  |
304|Aron      |STEEL/ROCK       |  50|  70| 100|  30|  40|  40|Sturdy      |Rock Head   |
305|Lairon    |STEEL/ROCK       |  60|  90| 140|  40|  50|  50|Sturdy      |Rock Head   |Dragon Fang (rare)
306|Aggron    |STEEL/ROCK       |  70| 110| 180|  50|  60|  60|Sturdy      |Rock Head   |TM43 (common), Premier Ball (rare)
307|Meditite  |FIGHTING/PSYCHIC |  30|  40|  55|  60|  40|  55|Pure Power  | -          |
308|Medicham  |FIGHTING/PSYCHIC |  60|  60|  75|  80|  60|  75|Pure Power  | -          |Helix Fossil (common), Choice Specs (rare)
309|Electrike |ELECTRIC         |  40|  45|  40|  65|  65|  40|Static      |Lightningrod|
310|Manectric |ELECTRIC         |  70|  75|  60| 105| 105|  60|Static      |Lightningrod|
311|Plusle    |ELECTRIC         |  60|  50|  40|  95|  85|  75|Plus        | -          |TM67 (common)
312|Minun     |ELECTRIC         |  60|  40|  50|  95|  75|  85|Minus       | -          |
313|Volbeat   |BUG              |  65|  73|  55|  85|  47|  75|Illuminate  |Swarm       |TM42 (rare)
314|Illumise  |BUG              |  65|  47|  55|  85|  73|  75|Oblivious   |Tinted Lens |TM85 (common)
315|Roselia   |GRASS/POISON     |  50|  60|  45|  65| 100|  80|Natural Cure|Poison Point|
316|Gulpin    |POISON           |  70|  43|  53|  40|  43|  53|Liquid Ooze |Sticky Hold |Max Repel (common)
317|Swalot    |POISON           | 100|  73|  83|  55|  73|  83|Liquid Ooze |Sticky Hold |Smooth Rock (rare)
318|Carvanha  |WATER/DARK       |  45|  90|  20|  65|  65|  20|Rough Skin  | -          |
319|Sharpedo  |WATER/DARK       |  70| 120|  40|  95|  95|  40|Rough Skin  | -          |
320|Wailmer   |WATER            | 130|  70|  35|  60|  70|  35|Water Veil  |Oblivious   |
321|Wailord   |WATER            | 170|  90|  45|  60|  90|  45|Water Veil  |Oblivious   |
322|Numel     |FIRE/GROUND      |  60|  60|  40|  35|  65|  45|Oblivious   |Simple      |TM68 (100%)
323|Camerupt  |FIRE/GROUND      |  70| 100|  70|  40| 105|  75|Magma Armor |Solid Rock  |Thunderstone (100%)
324|Torkoal   |FIRE             |  70|  85| 140|  20|  85|  70|White Smoke | -          |
325|Spoink    |PSYCHIC          |  60|  25|  35|  60|  70|  80|Thick Fat   |Own Tempo   |
326|Grumpig   |PSYCHIC          |  80|  45|  65|  80|  90| 110|Thick Fat   |Own Tempo   |TM77 (common)
327|Spinda    |NORMAL           |  60|  60|  60|  60|  60|  60|Own Tempo   |Tangled Feet|Choice Scarf (rare)
328|Trapinch  |GROUND           |  45| 100|  45|  10|  45|  45|Hyper Cutter|Arena Trap  |
329|Vibrava   |GROUND/DRAGON    |  50|  70|  50|  70|  50|  50|Levitate    |Levitate    |Rare Candy (common), Armor Fossil (rare)
330|Flygon    |GROUND/DRAGON    |  80| 100|  80| 100|  80|  80|Levitate    |Levitate    |Persim Berry (common)
331|Cacnea    |GRASS            |  50|  85|  40|  35|  85|  40|Sand Veil   | -          |Red Shard (100%)
332|Cacturne  |GRASS/DARK       |  70| 115|  60|  55| 115|  60|Sand Veil   | -          |TM11 (common), Miracle Seed (rare)
333|Swablu    |NORMAL/FLYING    |  45|  40|  60|  50|  40|  75|Natural Cure| -          |TM33 (common)
334|Altaria   |DRAGON/FLYING    |  75|  70|  90|  80|  70| 105|Natural Cure| -          |
335|Zangoose  |NORMAL           |  73| 115|  60|  90|  60|  60|Immunity    | -          |Shell Bell (common), Insect Plate (rare)
336|Seviper   |POISON           |  73| 100|  60|  65| 100|  60|Shed Skin   | -          |
337|Lunatone  |ROCK/PSYCHIC     |  70|  55|  65|  70|  95|  85|Levitate    | -          |Leppa Berry (common)
338|Solrock   |ROCK/PSYCHIC     |  70|  95|  85|  70|  55|  65|Levitate    | -          |Earth Plate (common)
339|Barboach  |WATER/GROUND     |  50|  48|  43|  60|  46|  41|Oblivious   |Anticipation|Power Belt (100%)
340|Whiscash  |WATER/GROUND     | 110|  78|  73|  60|  76|  71|Oblivious   |Anticipation|
341|Corphish  |WATER            |  43|  80|  65|  35|  50|  35|Hyper Cutter|Shell Armor |
342|Crawdaunt |WATER/DARK       |  63| 120|  85|  55|  90|  55|Hyper Cutter|Shell Armor |
343|Baltoy    |GROUND/PSYCHIC   |  40|  40|  55|  55|  40|  70|Levitate    | -          |TM62 (common)
344|Claydol   |GROUND/PSYCHIC   |  60|  70| 105|  75|  70| 120|Levitate    | -          |
345|Lileep    |ROCK/GRASS       |  66|  41|  77|  23|  61|  87|Suction Cups| -          |
346|Cradily   |ROCK/GRASS       |  86|  81|  97|  43|  81| 107|Suction Cups| -          |Wide Lens (common), TM12 (rare)
347|Anorith   |ROCK/BUG         |  45|  95|  50|  75|  40|  50|Battle Armor| -          |
348|Armaldo   |ROCK/BUG         |  75| 125| 100|  45|  70|  80|Battle Armor| -          |
349|Feebas    |WATER            |  20|  15|  20|  80|  10|  55|Swift Swim  | -          |
350|Milotic   |WATER            |  95|  60|  79|  81| 100| 125|Marvel Scale| -          |
351|Castform  |NORMAL           |  70|  70|  70|  70|  70|  70|Forecast    | -          |Choice Scarf (100%)
352|Kecleon   |NORMAL           |  60|  90|  70|  40|  60| 120|Color Change| -          |
353|Shuppet   |GHOST            |  44|  75|  35|  45|  63|  33|Insomnia    |Frisk       |BrightPowder (common)
354|Banette   |GHOST            |  64| 115|  65|  65|  83|  63|Insomnia    |Frisk       |
355|Duskull   |GHOST            |  20|  40|  90|  25|  30|  90|Levitate    | -          |
356|Dusclops  |GHOST            |  40|  70| 130|  25|  60| 130|Pressure    | -          |
357|Tropius   |GRASS/FLYING     |  99|  68|  83|  51|  72|  87|Chlorophyll |Solar Power |Reaper Cloth (common), TM46 (rare)
358|Chimecho  |PSYCHIC          |  65|  50|  70|  65|  95|  80|Levitate    | -          |
359|Absol     |DARK             |  65| 130|  60|  75|  75|  60|Pressure    |Super Luck  |Shoal Shell (common), Zap Plate (rare)
360|Wynaut    |PSYCHIC          |  95|  23|  48|  23|  23|  48|Shadow Tag  | -          |
361|Snorunt   |ICE              |  50|  50|  50|  50|  50|  50|Inner Focus |Ice Body    |
362|Glalie    |ICE              |  80|  80|  80|  80|  80|  80|Inner Focus |Ice Body    |
363|Spheal    |ICE/WATER        |  70|  40|  50|  25|  55|  50|Thick Fat   |Ice Body    |
364|Sealeo    |ICE/WATER        |  90|  60|  70|  45|  75|  70|Thick Fat   |Ice Body    |TM91 (common), Spooky Plate (rare)
365|Walrein   |ICE/WATER        | 110|  80|  90|  65|  95|  90|Thick Fat   |Ice Body    |
366|Clamperl  |WATER            |  35|  64|  85|  32|  74|  55|Shell Armor | -          |
367|Huntail   |WATER            |  55| 104| 105|  52|  94|  75|Swift Swim  | -          |
368|Gorebyss  |WATER            |  55|  84| 105|  52| 114|  75|Swift Swim  | -          |
369|Relicanth |WATER/ROCK       | 100|  90| 130|  55|  45|  65|Swift Swim  |Rock Head   |Shed Shell (common), TM78 (rare)
370|Luvdisc   |WATER            |  43|  30|  55|  97|  40|  65|Swift Swim  | -          |Power Weight (common)
371|Bagon     |DRAGON           |  45|  75|  60|  50|  40|  30|Rock Head   | -          |
372|Shelgon   |DRAGON           |  65|  95| 100|  50|  60|  50|Rock Head   | -          |
373|Salamence |DRAGON/FLYING    |  95| 135|  80| 100| 110|  80|Intimidate  | -          |
374|Beldum    |STEEL/PSYCHIC    |  40|  55|  80|  30|  35|  60|Clear Body  | -          |TM60 (common), Ice Heal (rare)
375|Metang    |STEEL/PSYCHIC    |  60|  75| 100|  50|  55|  80|Clear Body  | -          |Nest Ball (common)
376|Metagross |STEEL/PSYCHIC    |  80| 135| 130|  70|  95|  90|Clear Body  | -          |
377|Regirock  |ROCK             |  80| 100| 200|  50|  50| 100|Clear Body  | -          |Power Herb (common)
378|Regice    |ICE              |  80|  50| 100|  50| 100| 200|Clear Body  | -          |Thunderstone (common), Wide Lens (rare)
379|Registeel |STEEL            |  80|  75| 150|  50|  75| 150|Clear Body  | -          |Lum Berry (common), Fresh Water (rare)
380|Latias    |DRAGON/PSYCHIC   |  80|  80|  90| 110| 110| 130|Levitate    | -          |TM31 (rare)
381|Latios    |DRAGON/PSYCHIC   |  80|  90|  80| 110| 130| 110|Levitate    | -          |
382|Kyogre    |WATER            | 100| 100|  90|  90| 150| 140|Drizzle     | -          |X Accuracy (rare)
383|Groudon   |GROUND           | 100| 150| 140|  90| 100|  90|Drought     | -          |
384|Rayquaza  |DRAGON/FLYING    | 105| 150|  90|  95| 150|  90|Air Lock    | -          |TM54 (rare)
385|Jirachi   |STEEL/PSYCHIC    | 100| 100| 100| 100| 100| 100|Serene Grace| -          |TM31 (100%)
386|Deoxys    |PSYCHIC          |  50| 150|  50| 150| 150|  50|Pressure    | -          |
387|Turtwig   |GRASS            |  55|  68|  64|  31|  45|  55|Overgrow    | -          |Persim Berry (common), TM49 (rare)
388|Grotle    |GRASS            |  75|  89|  85|  36|  55|  65|Overgrow    | -          |
389|Torterra  |GRASS/GROUND     |  95| 109| 105|  56|  75|  85|Overgrow    | -          |
390|Chimchar  |FIRE             |  44|  58|  44|  61|  58|  44|Blaze       | -          |Icy Rock (rare)
391|Monferno  |FIRE/FIGHTING    |  64|  78|  52|  81|  78|  52|Blaze       | -          |Parlyz Heal (common)
392|Infernape |FIRE/FIGHTING    |  76| 104|  71| 108| 104|  71|Blaze       | -          |Nugget (common)
393|Piplup    |WATER            |  53|  51|  53|  40|  61|  56|Torrent     | -          |
394|Prinplup  |WATER            |  64|  66|  68|  50|  81|  76|Torrent     | -          |
395|Empoleon  |WATER/STEEL      |  84|  86|  88|  60| 111| 101|Torrent     | -          |Iron Plate (rare)
396|Starly    |NORMAL/FLYING    |  40|  55|  30|  60|  30|  30|Keen Eye    | -          |Light Clay (rare)
397|Staravia  |NORMAL/FLYING    |  55|  75|  50|  80|  40|  40|Intimidate  | -          |
398|Staraptor |NORMAL/FLYING    |  85| 120|  70| 100|  50|  50|Intimidate  | -          |
399|Bidoof    |NORMAL           |  59|  45|  40|  31|  35|  40|Simple      |Unaware     |TM19 (common)
400|Bibarel   |NORMAL/WATER     |  79|  85|  60|  71|  55|  60|Simple      |Unaware     |
401|Kricketot |BUG              |  37|  25|  41|  25|  25|  41|Shed Skin   | -          |
402|Kricketune|BUG              |  77|  85|  51|  65|  55|  51|Swarm       | -          |
403|Shinx     |ELECTRIC         |  45|  65|  34|  45|  40|  34|Rivalry     |Intimidate  |
404|Luxio     |ELECTRIC         |  60|  85|  49|  60|  60|  49|Rivalry     |Intimidate  |
405|Luxray    |ELECTRIC         |  80| 120|  79|  70|  95|  79|Rivalry     |Intimidate  |
406|Budew     |GRASS/POISON     |  40|  30|  35|  55|  50|  70|Natural Cure|Poison Point|
407|Roserade  |GRASS/POISON     |  60|  70|  55|  90| 125| 105|Natural Cure|Poison Point|Revive (common)
408|Cranidos  |ROCK             |  67| 125|  40|  58|  30|  30|Mold Breaker| -          |Red Shard (rare)
409|Rampardos |ROCK             |  97| 165|  60|  58|  65|  50|Mold Breaker| -          |
410|Shieldon  |ROCK/STEEL       |  30|  42| 118|  30|  42|  88|Sturdy      | -          |
411|Bastiodon |ROCK/STEEL       |  60|  52| 168|  30|  47| 138|Sturdy      | -          |
412|Burmy     |BUG              |  40|  29|  45|  36|  29|  45|Shed Skin   | -          |TM26 (common), King’s Rock (rare)
413|Wormadam  |BUG/GRASS        |  60|  59|  85|  36|  79| 105|Anticipation| -          |
414|Mothim    |BUG/FLYING       |  70|  94|  50|  66|  94|  50|Swarm       | -          |Dome Fossil (rare)
415|Combee    |BUG/FLYING       |  30|  30|  42|  70|  30|  42|Honey Gather| -          |Life Orb (100%)
416|Vespiquen |BUG/FLYING       |  70|  80| 102|  40|  80| 102|Pressure    | -          |
417|Pachirisu |ELECTRIC         |  60|  45|  70|  95|  45|  90|Run Away    |Pickup      |
418|Buizel    |WATER            |  55|  65|  35|  85|  60|  30|Swift Swim  | -          |Fluffy Tail (common)
419|Floatzel  |WATER            |  85| 105|  55| 115|  85|  50|Swift Swim  | -          |Poison Barb (common), BrightPowder (rare)
420|Cherubi   |GRASS            |  45|  35|  45|  35|  62|  53|Chlorophyll | -          |
421|Cherrim   |GRASS            |  70|  60|  70|  85|  87|  78|Flower Gift | -          |TM86 (common), Luxury Ball (rare)
422|Shellos   |WATER            |  76|  48|  48|  34|  57|  62|Sticky Hold |Storm Drain |Revival Herb (common)
423|Gastrodon |WATER/GROUND     | 111|  83|  68|  39|  92|  82|Sticky Hold |Storm Drain |TM77 (common), TM39 (rare)
424|Ambipom   |NORMAL           |  75| 100|  66| 115|  60|  66|Technician  |Pickup      |Full Heal (common)
425|Drifloon  |GHOST/FLYING     |  90|  50|  34|  70|  60|  44|Aftermath   |Unburden    |
426|Drifblim  |GHOST/FLYING     | 150|  80|  44|  80|  90|  54|Aftermath   |Unburden    |Rock Incense (rare)
427|Buneary   |NORMAL           |  55|  66|  44|  85|  44|  56|Run Away    |Klutz       |
428|Lopunny   |NORMAL           |  65|  76|  84| 105|  54|  96|Cute Charm  |Klutz       |
429|Mismagius |GHOST            |  60|  60|  60| 105| 105| 105|Levitate    | -          |TM59 (common)
430|Honchkrow |DARK/FLYING      | 100| 125|  52|  71| 105|  52|Insomnia    |Super Luck  |
431|Glameow   |NORMAL           |  49|  55|  42|  85|  42|  37|Limber      |Own Tempo   |TM65 (100%)
432|Purugly   |NORMAL           |  71|  82|  64| 112|  64|  59|Thick Fat   |Own Tempo   |
433|Chingling |PSYCHIC          |  45|  30|  50|  45|  65|  50|Levitate    | -          |PP Max (common), Dragon Fang (rare)
434|Stunky    |POISON/DARK      |  63|  63|  47|  74|  41|  41|Stench      |Aftermath   |Helix Fossil (common)
435|Skuntank  |POISON/DARK      | 103|  93|  67|  84|  71|  61|Stench      |Aftermath   |Poké Ball (rare)
436|Bronzor   |STEEL/PSYCHIC    |  57|  24|  86|  23|  24|  86|Levitate    |Heatproof   |
437|Bronzong  |STEEL/PSYCHIC    |  67|  89| 116|  33|  79| 116|Levitate    |Heatproof   |TM61 (100%)
438|Bonsly    |ROCK             |  50|  80|  95|  10|  10|  45|Sturdy      |Rock Head   |
439|Mime Jr.  |PSYCHIC          |  20|  25|  45|  60|  70|  90|Soundproof  |Filter      |
440|Happiny   |NORMAL           | 100|   5|   5|  30|  15|  65|Natural Cure|Serene Grace|Lax Incense (common), Chesto Berry (rare)
441|Chatot    |NORMAL/FLYING    |  76|  65|  45|  91|  92|  42|Keen Eye    |Tangled Feet|TM07 (common), Leftovers (rare)
442|Spiritomb |GHOST/DARK       |  50|  92| 108|  35|  92| 108|Pressure    | -          |
443|Gible     |DRAGON/GROUND    |  58|  70|  45|  42|  40|  45|Sand Veil   | -          |Insect Plate (common), X Attack (rare)
444|Gabite    |DRAGON/GROUND    |  68|  90|  65|  82|  50|  55|Sand Veil   | -          |
445|Garchomp  |DRAGON/GROUND    | 108| 130|  95| 102|  80|  85|Sand Veil   | -          |TM65 (common)
446|Munchlax  |NORMAL           | 135|  85|  40|   5|  40|  85|Pickup      |Thick Fat   |TM58 (100%)
447|Riolu     |FIGHTING         |  40|  70|  40|  60|  35|  40|Steadfast   |Inner Focus |Full Heal (common), Blue Flute (rare)
448|Lucario   |FIGHTING/STEEL   |  70| 110|  70|  90| 115|  70|Steadfast   |Inner Focus |Power Belt (common), TM48 (rare)
